,Unnamed: 0,Unnamed: 0.1,Ubicación,Area,Baños,Habitaciones,Precio
448,448,448,"Casa en Venta Casa En Venta 3 Recamaras Residencial Crespa Town Coral Toluca
, Toluca De Lerdo, México",121.0,2.0,3.0,139421.1
449,449,449,"Casa en Venta Casa En Privada Fracc Rancho Independencia En Toluca
, Santa María Totoltepec, Toluca De Lerdo",144.0,1.0,3.0,100000.0
450,450,450,"Casa en Venta Bosques De Colón #nd
, Toluca De Lerdo, México",200.0,3.0,3.0,99500.0
451,451,451,"Casa en Venta Casa En Venta 3 Recamaras, La Toscana, San Lorenzo Tepaltitlan, Toluca
, Toluca De Lerdo, México",150.0,3.0,3.0,115000.0
452,452,452,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150.0,2.0,3.0,21780.15
453,453,453,"Casa en Venta Casa Nueva En Venta En Residencial Áurea, Toluca.
, San Mateo Otzacatipan, Toluca De Lerdo",,2.0,3.0,84750.0
454,454,454,"Casa en Venta Fraccionamiento Los Pirules, Tlalnepantla
, De Tlanepantla, Toluca De Lerdo",159.0,2.0,3.0,149750.0
455,455,455,"Casa en Venta Toluca De Lerdo, México",183.0,3.0,3.0,105000.0
456,456,456,"Casa en Venta Venustiano Carranza, San Juan Tilapa, 50290 San Juan Tilapa, Méx., México
, Toluca De Lerdo",300.0,3.0,2.0,110000.0
457,457,457,"Casa en Venta Toluca De Lerdo, México",133.0,3.0,3.0,132700.0
458,458,458,"Casa en Venta Colon Null
, Toluca De Lerdo, México",,3.0,3.0,149000.0
459,459,459,"Casa en Venta Casa En Venta 4 Recamaras Ex Hacienda San Jose Toluca Cerca De Aeropuerto
, Toluca De Lerdo, México",446.0,4.0,4.0,325000.0
460,460,460,"Casa en Venta Ramón G. Del Villar 109
, Toluca De Lerdo, México",,3.0,4.0,325000.0
461,461,461,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160.0,3.0,3.0,45205.5
462,462,462,"Casa en Venta Toluca De Lerdo, México",878.0,4.0,4.0,600000.0
463,463,463,"Casa en Venta Prof. Santiago Velazco #000
, Toluca De Lerdo, México",120.0,2.0,3.0,12341.25
464,464,464,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90.0,2.0,3.0,32911.05
465,465,465,"Casa en Venta San Mateo
, Toluca De Lerdo, México",262.0,2.0,2.0,117500.0
466,466,466,"Casa en Venta Fuentes De San José #sn
, Toluca De Lerdo, México",160.0,3.0,3.0,120000.0
467,467,467,"Casa en Venta Isabel La Catolica Null
, Doctores, Toluca De Lerdo",,4.0,8.0,275000.0
468,468,468,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90.0,2.0,3.0,32910.6
469,469,469,"Casa en Venta San Jose Obrero #230
, Toluca De Lerdo, México",30.0,2.0,2.0,26150.75
470,470,470,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",120.0,2.0,3.0,49553.05
471,471,471,"Casa en Venta Emiliano Zapata #0, 1
, Toluca De Lerdo, México",200.0,3.0,3.0,130000.0
472,472,472,"Casa en Venta Toluca De Lerdo, México",50.0,2.0,2.0,26151.0
473,473,473,"Casa en Venta Vicente Lombardo Tolentino
, Toluca De Lerdo, México",123.0,2.0,3.0,95000.0
474,474,474,"Casa en Venta Toluca De Lerdo, México",321.0,2.0,3.0,247500.0
475,475,475,"Casa en Venta San Carlos Borromeo #324
, Toluca De Lerdo, México",230.0,2.0,3.0,17230.05
476,476,476,"Casa en Venta Rebeca #0
, Toluca De Lerdo, México",120.0,2.0,3.0,127660.75
477,477,477,"Casa en Venta Paseo Santa Rosa #00
, Toluca De Lerdo, México",102.0,3.0,3.0,74000.0
478,478,478,"Casa en Venta Ex Hacienda De Tlalpan #sn
, Toluca De Lerdo, México",185.0,2.0,3.0,115000.0
479,479,479,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",450.0,4.0,4.0,325000.0
480,480,480,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",140.0,2.0,3.0,21780.15
481,481,481,"Casa en Venta Martha #s/n
, Toluca De Lerdo, México",140.0,2.0,3.0,140000.0
482,482,482,"Casa en Venta Av.hidalgo Pte
, San Bernardino, Toluca De Lerdo",300.0,2.0,4.0,262900.0
483,483,483,"Casa en Venta Ocho Cedros, Toluca De Lerdo",630.0,3.0,3.0,329500.0
484,484,484,"Casa en Venta Toluca De Lerdo, México",216.0,3.0,4.0,127500.0
485,485,485,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",375.0,5.0,4.0,260000.0
486,486,486,"Casa en Venta P.º De La Herradura 17, Cacalomacan, 50250 Cacalomacán, Méx.
, Toluca De Lerdo, México",250.0,2.0,3.0,132500.0
487,487,487,"Casa en Venta Av. Arboledas
, San Mateo Otzacatipan, Toluca De Lerdo",112.0,2.0,3.0,82500.0
488,488,488,"Casa en Venta Lorenzo Garza #113
, Toluca De Lerdo, México",72.0,2.0,2.0,46000.0
489,489,489,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",955.0,4.0,4.0,1050000.0
490,490,490,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",105.0,1.0,3.0,88650.0
491,491,491,"Casa en Venta Av. Vicente Lombardo Toledano #112
, Toluca De Lerdo, México",141.0,2.0,3.0,80000.0
492,492,492,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",180.0,3.0,3.0,50803.05
493,493,493,"Casa en Venta 16 De Septiembre #1000
, Toluca De Lerdo, México",169.0,2.0,4.0,115000.0
494,494,494,"Casa en Venta Casa En Venta Los Sauces V, Toluca
, Toluca De Lerdo, México",66.0,1.0,3.0,55000.0
495,495,495,"Casa en Venta Avenida Árboleda #100
, Toluca De Lerdo, México",113.0,2.0,3.0,65000.0
496,496,496,"Casa en Venta Toluca De Lerdo, México",160.0,3.0,3.0,71060.0
497,497,497,"Casa en Venta Francisco Villa #58
, Toluca De Lerdo, México",157.0,2.0,3.0,135000.0
498,498,498,"Casa en Venta Atlacomulco
, Toluca De Lerdo, México",315.0,2.0,3.0,195000.0
499,499,499,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Crespa Towm Agata Toluca
, Toluca De Lerdo, México",121.0,2.0,2.0,138971.85
500,500,500,"Casa en Venta Frijol #201
, Toluca De Lerdo, México",130.0,3.0,3.0,56000.0
501,501,501,"Casa en Venta Carretera Toluca-naucalpan #1702
, Toluca De Lerdo, México",133.0,3.0,3.0,67500.0
502,502,502,"Casa en Venta Toluca De Lerdo, México",90.0,2.0,3.0,32910.75
503,503,503,"Casa en Venta Carretera Toluca Naucalpan
, Toluca De Lerdo, México",130.0,2.0,3.0,110000.0
504,504,504,"Casa en Venta Fancisco I. Madero
, Toluca De Lerdo, México",240.0,2.0,4.0,37500.0
505,505,505,"Casa en Venta Toluca De Lerdo, México",210.0,3.0,3.0,55005.7
506,506,506,"Casa en Venta Venta Colonia Ciprés. Null
, Ciprés, Toluca De Lerdo",,2.0,4.0,220000.0
507,507,507,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",240.0,2.0,3.0,21780.15
508,508,508,"Casa en Venta Isabel La Católica #000
, Toluca De Lerdo, México",248.0,2.0,4.0,53060.0
509,509,509,"Casa en Venta Independencia Norte #501, N, Consvsin Posiif13
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",160.0,2.0,3.0,102500.0
510,510,510,"Casa en Venta Toluca De Lerdo, México",180.0,5.0,5.0,210000.0
511,511,511,"Casa en Venta Arbol De Las Manitas #000
, Toluca De Lerdo, México",160.0,3.0,4.0,19520.0
512,512,512,"Casa en Venta Avenida Del Trabajo #101
, Toluca De Lerdo, México",90.0,1.0,3.0,72500.0
513,513,513,"Casa en Venta San Marcos #219
, Toluca De Lerdo, México",180.0,3.0,3.0,28231.65
514,514,514,"Casa en Venta Subida De Los Alamos
, Toluca De Lerdo, México",500.0,2.0,3.0,350000.0
515,515,515,"Casa en Venta Luis Gonzaga Urbina #100, 0
, Tlacopa, Toluca De Lerdo",120.0,2.0,3.0,142750.0
516,516,516,"Casa en Venta Lago Tanganica #321
, Toluca De Lerdo, México",260.0,2.0,5.0,139500.0
517,517,517,"Casa en Venta Casa En Venta, Los Sauces, Toluca, Edo. De México.
, Toluca De Lerdo",88.0,1.0,2.0,46000.0
518,518,518,"Casa en Venta Parque Valle Escondido
, Toluca De Lerdo, México",364.0,2.0,3.0,115000.0
519,519,519,"Casa en Venta Emiliano Zapata #sn
, Toluca De Lerdo, México",300.0,4.0,3.0,142500.0
520,520,520,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139.0,4.0,3.0,54000.0
521,521,521,"Casa en Venta Capultitlán, Toluca De Lerdo",170.0,1.0,3.0,75000.0
522,522,522,"Casa en Venta Toluca De Lerdo, México",313.0,4.0,3.0,190000.0
523,523,523,"Casa en Venta Toluca De Lerdo, México",230.0,2.0,2.0,17230.25
524,524,524,"Casa en Venta Fracc Las Misiones
, Toluca De Lerdo, México",99.0,2.0,3.0,80000.0
525,525,525,"Casa en Venta Bonita Casa En Venta
, Toluca De Lerdo, México",32.0,1.0,1.0,27500.0
526,526,526,"Casa en Venta José María Arteaga #112
, Toluca De Lerdo, México",294.0,3.0,3.0,100000.0
527,527,527,"Casa en Venta Paseo De Los Agustinos #sn
, Toluca De Lerdo, México",101.0,3.0,3.0,84500.0
528,528,528,"Casa en Venta Toluca De Lerdo, México",113.0,3.0,2.0,69200.0
529,529,529,"Casa en Venta Toluca De Lerdo, México",287.0,2.0,4.0,187500.0
530,530,530,"Casa en Venta Sierra Ventana #206
, Toluca De Lerdo, México",180.0,3.0,3.0,235000.0
531,531,531,"Casa en Venta Rancho Seco #29, 6
, Toluca De Lerdo, México",65.0,1.0,3.0,57500.0
532,532,532,"Casa en Venta Roque Gonzalez 3
, Ocho Cedros, Toluca De Lerdo",,2.0,5.0,125000.0
533,533,533,"Casa en Venta Casa En Venta Colonia Azteca, Toluca
, Toluca De Lerdo, México",147.0,2.0,3.0,132500.0
534,534,534,"Casa en Venta Av. De Los Maestros #12
, Toluca De Lerdo, México",334.0,3.0,3.0,295000.0
535,535,535,"Casa en Venta Calzada Cuervos.
, Toluca De Lerdo, México",500.0,2.0,3.0,360000.0
536,536,536,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",303.0,1.0,3.0,135000.0
537,537,537,"Casa en Venta Toluca De Lerdo, México",295.0,3.0,2.0,650000.0
538,538,538,"Casa en Venta Https://maps.app.goo.gl/hzm1axdfcrbvgz2r6
, Toluca De Lerdo, México",222.0,2.0,3.0,190000.0
539,539,539,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150.0,2.0,3.0,21780.15
540,540,540,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,3.0,93450.0
541,541,541,"Casa en Venta Venta Nueva Residencia Capultitlan
, Toluca De Lerdo, México",780.0,4.0,4.0,215000.0
542,542,542,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",365.0,3.0,4.0,175000.0
543,543,543,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",125.0,3.0,2.0,105500.0
544,544,544,"Casa en Venta Col. Villas De Santa Mónica
, Toluca De Lerdo, México",65.0,2.0,2.0,57500.0
545,545,545,"Casa en Venta Rincón De San Lorenzo, Toluca De Lerdo",80.0,1.0,3.0,55000.0
546,546,546,"Casa en Venta Amazonas 201 Null
, Toluca De Lerdo, México",,3.0,3.0,130000.0
547,547,547,"Casa en Venta Toluca De Lerdo, México",450.0,4.0,4.0,325000.0
548,548,548,"Casa en Venta Mz. 7 Lt. 15 #s/n
, Toluca De Lerdo, México",90.0,3.0,3.0,80000.0
549,549,549,"Casa en Venta Villas Toscana S/n
, San Mateo Otzacatipan, Toluca De Lerdo",,2.0,3.0,99000.0
550,550,550,"Casa en Venta Casa En Venta En Santa Ana Tepaltitlán, Toluca.
, Santa Ana Tlapaltitlán, Toluca De Lerdo",68.0,1.0,2.0,46000.0
551,551,551,"Casa en Venta Del Parque, Toluca De Lerdo",285.0,2.0,3.0,125000.0
552,552,552,"Casa en Venta El Seminario Toluca Mex
, Toluca De Lerdo, México",180.0,1.0,3.0,100000.0
553,553,553,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",70.0,1.0,2.0,19842.85
554,554,554,"Casa en Venta Circuito Luis Portillo Null
, Rancho La Mora, Toluca De Lerdo",,3.0,4.0,155000.0
555,555,555,"Casa en Venta Gral. José Vicente Villada 124, Delegación Sta Ana Tlapaltitlán, 50160 Toluca De Lerdo, Méx., México
, Toluca De Lerdo",257.0,2.0,3.0,249759.75
556,556,556,"Casa en Venta José María Pino Suárez, San Jose Guadalupe Huichochitlan, 50200 Santa Cruz Otzacatipan, Méx.
, Toluca De Lerdo, México",250.0,3.0,3.0,175000.0
557,557,557,"Casa en Venta República De Honduras 107
, Toluca De Lerdo, México",,4.0,7.0,240000.0
558,558,558,"Casa en Venta Santa Ana Tlapaltitlán, Toluca De Lerdo",210.0,2.0,5.0,194000.0
559,559,559,"Casa en Venta Casa Sola En Venta En San Lorenzo Toluca
, Toluca De Lerdo, México",226.0,3.0,6.0,137500.0
560,560,560,"Casa en Venta Agronomos #00
, Toluca De Lerdo, México",115.0,3.0,3.0,20050.0
561,561,561,"Casa en Venta Guillermo Marconi #507
, Toluca De Lerdo, México",140.0,2.0,3.0,39950.0
562,562,562,"Casa en Venta Paseo Cristobal Colon #511
, Toluca De Lerdo, México",226.0,3.0,3.0,114050.0
563,563,563,"Casa en Venta Casa En Venta, Sebastian Lerdo De Tejada, Toluca
, Toluca De Lerdo, México",183.0,1.0,3.0,162500.0
564,564,564,"Casa en Venta . #.
, Toluca De Lerdo, México",400.0,4.0,3.0,190000.0
565,565,565,"Casa en Venta Los Sauces #501, 1
, Los Sauces V, Toluca De Lerdo",120.0,2.0,3.0,29750.25
566,566,566,"Casa en Venta Fraccionamiento Paseo Arboledas
, Toluca De Lerdo, México",107.0,2.0,3.0,97500.0
567,567,567,"Casa en Venta Juan Silveti #137
, Toluca De Lerdo, México",100.0,2.0,3.0,28750.0
568,568,568,"Casa en Venta Alheli
, Toluca De Lerdo, México",160.0,1.0,3.0,105000.0
569,569,569,"Casa en Venta Valentín Gómez Farías
, San Bernardino, Toluca De Lerdo",210.0,2.0,4.0,173200.0
570,570,570,"Casa en Venta Prol Ramón Corona
, Toluca De Lerdo, México",152.0,2.0,3.0,147500.0
571,571,571,"Casa en Venta Hacienda De Los Sauces
, Toluca De Lerdo, México",95.0,1.0,2.0,72650.0
572,572,572,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",100.0,2.0,3.0,21500.0
573,573,573,"Casa en Venta Geologos #000
, Toluca De Lerdo, México",120.0,2.0,2.0,44950.0
574,574,574,"Casa en Venta Capultitlán, Toluca De Lerdo",148.0,1.0,2.0,90000.0
575,575,575,"Casa en Venta Toluca De Lerdo, México",771.0,4.0,6.0,3050000.0
576,576,576,"Casa en Venta Naucalpan #1702
, Toluca De Lerdo, México",139.0,4.0,3.0,54000.0
577,577,577,"Casa en Venta Toluca Null
, Héroes Del 5 De Mayo, Toluca De Lerdo",,3.0,5.0,162500.0
578,578,578,"Casa en Venta Toluca De Lerdo, México",280.0,2.0,2.0,400000.0
579,579,579,"Casa en Venta Toluca De Lerdo, México",315.0,2.0,4.0,217500.0
580,580,580,"Casa en Venta Toluca De Lerdo, México",471.0,1.0,3.0,700000.0
581,581,581,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139.0,4.0,3.0,54000.0
582,582,582,"Casa en Venta Cacalomacan, Toluca De Lerdo",151.0,3.0,3.0,125000.0
583,583,583,"Casa en Venta Privada Martha Rodriguez
, Toluca De Lerdo, México",155.0,2.0,3.0,95000.0
584,584,584,"Casa en Venta Electricistas Locales #sn
, Toluca De Lerdo, México",120.0,2.0,3.0,87500.0
585,585,585,"Casa en Venta Casa En Venta Lomas Altas
, Toluca De Lerdo, México",500.0,2.0,3.0,350000.0
586,586,586,"Casa en Venta 5 De Febrero
, Capultitlán, Toluca De Lerdo",500.0,3.0,4.0,275000.0
587,587,587,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,3.0,85000.0
588,588,588,"Casa en Venta General Antonio Albarran #00
, Toluca De Lerdo, México",176.0,2.0,3.0,46770.9
589,589,589,"Casa en Venta Privada Fermin Rivera
, Toluca De Lerdo, México",66.0,1.0,2.0,44500.0
590,590,590,"Casa en Venta Avenida Arboleda #100, 7
, Toluca De Lerdo, México",130.0,3.0,3.0,112500.0
591,591,591,"Casa en Venta Toluca De Lerdo, México",150.0,2.0,3.0,118682.95
592,592,592,"Casa en Venta Toluca De Lerdo, México",130.0,3.0,2.0,110000.0
593,593,593,"Casa en Venta San Mateo Otzacatipan #0
, Toluca De Lerdo, México",127.0,3.0,3.0,92500.0
594,594,594,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Victoria Toluca
, Toluca De Lerdo, México",177.0,2.0,3.0,155000.0
595,595,595,"Casa en Venta 5 De Mayo, Toluca De Lerdo",320.0,2.0,2.0,372500.0
596,596,596,"Casa en Venta Lerma Ote
, Toluca De Lerdo, México",70.0,2.0,3.0,43000.0
597,597,597,"Casa en Venta Hacienda Vista Hermosa #sn
, Toluca De Lerdo, México",131.0,3.0,3.0,77500.0
598,598,598,"Casa en Venta Toluca De Lerdo, México",800.0,4.0,4.0,610000.0
599,599,599,"Casa en Venta Av Dioses Del Olimpo #s/n
, Toluca De Lerdo, México",155.0,2.0,3.0,94500.0
600,600,600,"Casa en Venta Paseo De Los Carmelitas #sn
, Toluca De Lerdo, México",101.0,3.0,3.0,87500.0
601,601,601,"Casa en Venta Adolfo López Mateos #146
, Toluca De Lerdo, México",160.0,3.0,3.0,45205.5
602,602,602,"Casa en Venta Prolongación Paseo Totoltepec
, Santa María Totoltepec, Toluca De Lerdo",69.0,1.0,,62500.0
603,603,603,"Casa en Venta Casa En Venta En Cacalomacán
, Cacalomacan, Toluca De Lerdo",850.0,4.0,4.0,850000.0
604,604,604,"Casa en Venta Toluca De Lerdo, México",600.0,3.0,3.0,250000.0
605,605,605,"Casa en Venta Morelia 42
, Toluca De Lerdo, México",124.0,1.0,4.0,80000.0
606,606,606,"Casa en Venta Azaleas #0
, Toluca De Lerdo, México",120.0,2.0,3.0,38750.0
607,607,607,"Casa en Venta Hortaliza 254, Delegación San Mateo Oxtotitlán, Toluca De Lerdo, Estado De Méxic #**
, Toluca De Lerdo, México",170.0,3.0,3.0,80000.0
608,608,608,"Casa en Venta Toluca De Lerdo, México",921.0,4.0,3.0,1350000.0
609,609,609,"Casa en Venta Hacienda Del Valle Ii
, Toluca De Lerdo, México",69.0,1.0,2.0,45000.0
610,610,610,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,3.0,33350.0
611,611,611,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",61.0,1.0,2.0,42500.0
612,612,612,"Casa en Venta Casa Sola En Venta, Capultitlán, Toluca
, Toluca De Lerdo, México",263.0,2.0,4.0,145000.0
613,613,613,"Casa en Venta Blvd. Lic. Adolfo López Mateos #146, Casa 0
, Toluca De Lerdo, México",147.0,2.0,3.0,45205.5
614,614,614,"Casa en Venta Casa En Venta 4 Recamaras La Galia Toluca A 5 Min De Plaza Sendero O Aeropuerto
, Hacienda  La Galia, Toluca De Lerdo",,2.0,3.0,130000.0
615,615,615,"Casa en Venta Venta De Casa En Hacienda Del Valle Ii
, Toluca De Lerdo, México",66.0,1.0,3.0,59000.0
616,616,616,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180.0,3.0,3.0,50362.5
617,617,617,"Casa en Venta Nueva Oxtotitlán, Toluca De Lerdo",250.0,1.0,4.0,150000.0
618,618,618,"Casa en Venta San Pedro Totoltepec, Toluca De Lerdo",228.0,2.0,5.0,70000.0
619,619,619,"Casa en Venta Blvd Miguel Alemàn #mz 1 Lt B, 2
, Toluca De Lerdo, México",112.0,3.0,2.0,60000.0
620,620,620,"Casa en Venta Casa En Venta Hacienda Del Valle 2
, Toluca De Lerdo, México",69.0,1.0,3.0,44750.0
621,621,621,"Casa en Venta Ex-hacienda De Mayorazgo #0
, Toluca De Lerdo, México",200.0,2.0,3.0,23750.0
622,622,622,"Casa en Venta Jesus Reyes Heroles #207
, Toluca De Lerdo, México",130.0,3.0,3.0,49500.0
623,623,623,"Casa en Venta Árbol De Las Manitas
, Toluca De Lerdo, México",400.0,3.0,4.0,210000.0
624,624,624,"Casa en Venta Casa En Venta , Hermenegildo Galeana
, Toluca De Lerdo, México",322.0,2.0,4.0,245000.0
625,625,625,"Casa en Venta Gomez Farias
, Toluca De Lerdo, México",600.0,5.0,6.0,1050000.0
626,626,626,"Casa en Venta Isabel La Católica #00
, Toluca De Lerdo, México",280.0,2.0,3.0,53060.0
627,627,627,"Casa en Venta Casa En Venta Geovillas San Mateo
, San Pedro Totoltepec, Toluca De Lerdo",64.0,1.0,2.0,40000.0
628,628,628,"Casa en Venta Privada De Galicia
, Toluca De Lerdo, México",96.0,2.0,2.0,70000.0
629,629,629,"Casa en Venta Independencia #00
, Toluca De Lerdo, México",110.0,1.0,3.0,20850.0
630,630,630,"Casa en Venta Geovillas De Independencia #nd
, Toluca De Lerdo, México",57.0,2.0,2.0,60000.0
631,631,631,"Casa en Venta Casa En Venta Toluca
, Toluca De Lerdo, México",333.0,3.0,3.0,140000.0
632,632,632,"Casa en Venta Toluca De Lerdo, México",140.0,2.0,3.0,35000.0
633,633,633,"Casa en Venta Toluca
, Toluca De Lerdo, México",170.0,3.0,3.0,107500.0
634,634,634,"Casa en Venta San Marcos #00
, Toluca De Lerdo, México",130.0,2.0,4.0,28231.7
635,635,635,"Casa en Venta San Buenaventura, Toluca De Lerdo",206.0,4.0,3.0,142500.0
636,636,636,"Casa en Venta Abetos 932, Conj U Los Sauces, San José Guadalupe, Estado De México #**
, Toluca De Lerdo",60.0,1.0,3.0,49000.0
637,637,637,"Casa en Venta Ocho Cedros #nd
, Toluca De Lerdo, México",654.0,4.0,4.0,300000.0
638,638,638,"Casa en Venta Toluca De Lerdo, México",189.0,2.0,3.0,134500.0
639,639,639,"Casa en Venta Ejido Santa Cruz Azcapotzaltongo, Toluca De Lerdo",290.0,3.0,3.0,210250.0
640,640,640,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",218.0,4.0,3.0,68000.0
641,641,641,"Casa en Venta Villas Toscana
, San Nicolás Tolentino, Toluca De Lerdo",125.0,2.0,3.0,105000.0
642,642,642,"Casa en Venta Calle Laguna Del Volcán 613, El Seminario Primera Sección, Toluca De Lerdo, Esta #**
, Toluca De Lerdo, México",103.0,2.0,3.0,97500.0
643,643,643,"Casa en Venta Toluca De Lerdo, México",180.0,2.0,3.0,105000.0
644,644,644,"Casa en Venta Casa En Venta Residencial Las Fuentes Toluca
, Toluca De Lerdo, México",123.0,2.0,3.0,95000.0
645,645,645,"Casa en Venta De La Barranca #0
, Tlacopa, Toluca De Lerdo",128.0,2.0,3.0,26076.75
646,646,646,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",350.0,3.0,3.0,225000.0
647,647,647,"Casa en Venta Toluca De Lerdo, México",140.0,2.0,3.0,26851.6
648,648,648,"Casa en Venta Roberto Fulton
, Toluca De Lerdo, México",200.0,3.0,3.0,167500.0
649,649,649,"Casa en Venta Avenida Independencia #143
, Toluca De Lerdo, México",75.0,1.0,2.0,19100.0
650,650,650,"Casa en Venta Toluca De Lerdo, México",110.0,2.0,2.0,20900.0
651,651,651,"Casa en Venta Jose Marti Null
, Tlacopa, Toluca De Lerdo",,2.0,3.0,107500.0
652,652,652,"Casa en Venta Toluca Null
, Ocho Cedros, Toluca De Lerdo",,2.0,5.0,142500.0
653,653,653,"Casa en Venta Av. Independencia #139
, Toluca De Lerdo, México",100.0,1.0,3.0,20850.0
654,654,654,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,64408.0
655,655,655,"Casa en Venta Celanese, Toluca De Lerdo",220.0,2.0,5.0,117500.0
656,656,656,"Casa en Venta 23 De Septiembre Null
, Toluca De Lerdo, México",,4.0,5.0,287500.0
657,657,657,"Casa en Venta Toluca De Lerdo, México",110.0,2.0,3.0,31616.0
658,658,658,"Casa en Venta . #., .
, Toluca De Lerdo, México",249.0,5.0,3.0,115000.0
659,659,659,"Casa en Venta Prol Gral Juan Andrew Almazán
, Toluca De Lerdo, México",400.0,3.0,5.0,190000.0
660,660,660,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",120.0,1.0,2.0,87500.0
661,661,661,"Casa en Venta Independencia, Toluca De Lerdo",175.0,2.0,3.0,205000.0
662,662,662,"Casa en Venta Hacienda Del Valle Ii, Toluca De Lerdo",82.0,2.0,3.0,53250.0
663,663,663,"Casa en Venta Toluca De Lerdo, México",66.0,3.0,4.0,75000.0
664,664,664,"Casa en Venta Manuel Sotelo #509, 0
, Morelos 2a Secc, Toluca De Lerdo",262.0,5.0,5.0,219000.0
665,665,665,"Casa en Venta María Curie #303
, Toluca De Lerdo, México",245.0,3.0,3.0,215550.0
666,666,666,"Casa en Venta Guadalupe #4
, Toluca De Lerdo, México",1500.0,4.0,4.0,1150000.0
667,667,667,"Casa en Venta Toluca De Lerdo, México",324.0,3.0,7.0,215000.0
668,668,668,"Casa en Venta San Marcos #211
, Toluca De Lerdo, México",95.0,1.0,2.0,27788.7
669,669,669,"Casa en Venta Toluca De Lerdo, México",120.0,2.0,3.0,61966.1
670,670,670,"Casa en Venta Al Refugio #sn
, Toluca De Lerdo, México",250.0,4.0,4.0,120000.0
671,671,671,"Casa en Venta Toluca De Lerdo, México",140.0,2.0,3.0,48282.4
672,672,672,"Casa en Venta Boulevard Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160.0,2.0,3.0,45205.5
673,673,673,"Casa en Venta Miguel Hidalgo #s/n
, Toluca De Lerdo, México",119.0,3.0,3.0,85000.0
674,674,674,"Casa en Venta Pensador Mexicano #00
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180.0,3.0,3.0,91550.0
675,675,675,"Casa en Venta Toluca De Lerdo, México",100.0,2.0,3.0,52472.0
676,676,676,"Casa en Venta María Curie #303, 00
, Toluca De Lerdo, México",200.0,3.0,3.0,197250.0
677,677,677,"Casa en Venta Casa En Venta San José, Santa Cruz Otzacatipan
, Toluca De Lerdo, México",446.0,5.0,4.0,325000.0
678,678,678,"Casa en Venta Paraje Jacques Cousteau
, Toluca De Lerdo, México",400.0,5.0,5.0,225000.0
679,679,679,"Casa en Venta Guillermo Marconi #00, 00
, Toluca De Lerdo, México",120.0,2.0,3.0,54375.25
680,680,680,"Casa en Venta Toluca De Lerdo, México",390.0,7.0,6.0,450000.0
681,681,681,"Casa en Venta Carmen Serdan, Colon Toluca Mex
, Toluca De Lerdo, México",280.0,5.0,4.0,400000.0
682,682,682,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",99.0,2.0,3.0,80000.0
683,683,683,"Casa en Venta Av. Hidalgo Ote
, Toluca De Lerdo, México",112.0,2.0,3.0,99000.0
684,684,684,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",110.0,1.0,2.0,20092.85
685,685,685,"Casa en Venta Crespa Town Modelo Coral
, De La Crespa, Toluca De Lerdo",,2.0,3.0,139421.05
686,686,686,"Casa en Venta Lago Tanganica 103
, Ocho Cedros, Toluca De Lerdo",,2.0,5.0,139500.0
687,687,687,"Casa en Venta Antonio Albarran #608
, Toluca De Lerdo, México",150.0,3.0,3.0,112500.0
